Ano Emissão	Entrada/Saída	Município Destinatário	CNAE (C)	Descrição do CNAE	CNAE (Divisão)	CNAE (Grupo)	CNAE (Classe)	NCM Produto	NCM (Capítulo)	NCM (Posição)	NCM (Subposição)	CFOP	Descrição CFOP	CFOP (1)	CFOP (2)	Total Bruto Produtos	NCM (Capítulo) Desc	NCM (Posição) Desc	NCM (Subposição) Desc
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	08031000	08	0803	08031	1102	Compra para comercialização	1	11	9114.82			
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	08043000	08	0804	08043	1102	Compra para comercialização	1	11	1240.75			
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	08044000	08	0804	08044	1102	Compra para comercialização	1	11	318.0			
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	08051000	08	0805	08051	1102	Compra para comercialização	1	11	35146.14			
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	08072000	08	0807	08072	1102	Compra para comercialização	1	11	7318.3			
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	08081000	08	0808	08081	1102	Compra para comercialização	1	11	1186.7			
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	08093020	08	0809	08093	1102	Compra para comercialização	1	11	40082.37			
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	08109000	08	0810	08109	1101	Compra para industrialização ou produção rural	1	11	189760.0			
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	08119000	08	0811	08119	1102	Compra para comercialização	1	11	25592.72			
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	08129000	08	0812	08129	1102	Compra para comercialização	1	11	47.2			
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	09109900	09	0910	09109	1102	Compra para comercialização	1	11	65.0			
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	11062000	11	1106	11062	1102	Compra para comercialização	1	11	140.0	Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo.	"""Farinhas, sêmolas e pós, dos legumes de vagem, secos, da posição 07.13, de sagu ou das raízes ou tubérculos da posição 07.14 e dos produtos do Capítulo 8."""	
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	11081400	11	1108	11081	1102	Compra para comercialização	1	11	2904.22	Produtos da indústria de moagem; malte; amidos e féculas; inulina; glúten de trigo.	Amidos e féculas; inulina.	- Amidos e féculas:
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	20079922	20	2007	20079	1102	Compra para comercialização	1	11	99.0	"""Preparações de produtos hortícolas, fruta ou de outras partes de plantas."""	"""Doces, geleias, marmelades, purês e pastas de fruta, obtidos por cozimento, mesmo com adição de açúcar ou de outros edulcorantes."""	- Outros:
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	20089900	20	2008	20089	1101	Compra para industrialização ou produção rural	1	11	525230.5	"""Preparações de produtos hortícolas, fruta ou de outras partes de plantas."""	"""Fruta e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, mesmo com adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições."""	"""- Outras, incluindo as misturas, com exclusão das da subposição 2008.19:"""
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	21069030	21	2106	21069	1102	Compra para comercialização	1	11	111113.0	Preparações alimentícias diversas.	Preparações alimentícias não especificadas nem compreendidas noutras posições.	
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	22021000	22	2202	22021	1918	Devolução de mercadoria remetida em consignação mercantil ou industrial	1	19	2010.0	"""Bebidas, líquidos alcoólicos e vinagres."""	"""Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas, da posição 20.09."""	
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	22021000	22	2202	22021	1949	Outra entrada de mercadoria ou prestação de serviço não especificada	1	19	34.9	"""Bebidas, líquidos alcoólicos e vinagres."""	"""Águas, incluindo as águas minerais e as águas gaseificadas, adicionadas de açúcar ou de outros edulcorantes ou aromatizadas e outras bebidas não alcoólicas, exceto sucos (sumos) de fruta ou de produtos hortícolas, da posição 20.09."""	
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	22030000	22	2203	22030	1949	Outra entrada de mercadoria ou prestação de serviço não especificada	1	19	2647.44	"""Bebidas, líquidos alcoólicos e vinagres."""		
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	23032000	23	2303	23032	1102	Compra para comercialização	1	11	8580.0	Resíduos e desperdícios das indústrias alimentares; alimentos preparados para animais.	"""Resíduos da fabricação do amido e resíduos semelhantes, polpas de beterraba, bagaços de cana-de-açúcar e outros desperdícios da indústria do açúcar, borras e desperdícios da indústria da cerveja e das destilarias, mesmo em pellets."""	
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	44029000	44	4402	44029	1102	Compra para comercialização	1	11	4990.0	"""Madeira, carvão vegetal e obras de madeira."""	"""Carvão vegetal (incluindo o carvão de cascas ou de caroços), mesmo aglomerado."""	
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	69109000	69	6910	69109	1102	Compra para comercialização	1	11	40.0	Produtos cerâmicos.	"""Pias, lavatórios, colunas para lavatórios, banheiras, bidés, sanitários, caixas de descarga (autoclismos*), mictórios e aparelhos fixos semelhantes para usos sanitários, de cerâmica."""	
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	85171239	85	8517	85171	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	165.99	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Aparelhos telefônicos, incluindo os telefones para redes celulares e para outras redes sem fio; outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (alargada*) (WAN)), exceto os aparelhos das posições 84.43, 85.25, 85.27 ou 85.28."""	"""- Aparelhos telefônicos, incluindo os telefones para redes celulares e para outras redes sem fio:"""
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	85256090	85	8525	85256	2915	Entrada de mercadoria ou bem recebido para conserto ou reparo	2	29	888.88	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo."""	
2018	0 - entrada	ABAETETUBA	0133401	Cultivo de açaí	01	013	01334	85256090	85	8525	85256	2949	Outra entrada de mercadoria ou prestação de serviço não especificado	2	29	781.2	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo."""	
2018	0 - entrada	ABAETETUBA	0133402	Cultivo de banana	01	013	01334	87089990	87	8708	87089	1411	Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária	1	14	141.0	"""Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios."""	Partes e acessórios dos veículos automóveis das posições 87.01 a 87.05.	- Outras partes e acessórios:
2018	0 - entrada	ABAETETUBA	0133405	Cultivo de coco-da-baía	01	013	01334	87120010	87	8712	87120	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	260.0	"""Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios."""		
2018	0 - entrada	ABAETETUBA	0133499	Cultivo de frutas de lavoura permanente não especificadas anteriormente	01	013	01334	85444900	85	8544	85444	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	18.0	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Fios, cabos (incluindo os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos por fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão."""	"""- Outros condutores elétricos, para uma tensão não superior a 1.000 V:"""
2018	0 - entrada	ABAETETUBA	0139305	Cultivo de dendê	01	013	01393	85392910	85	8539	85392	1411	Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária	1	14	300.0	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Lâmpadas e tubos elétricos de incandescência ou de descarga, incluindo os artigos denominados """"faróis e projetores, em unidades seladas"""	"""- Outras lâmpadas e tubos de incandescência, exceto de raios ultravioleta ou infravermelhos:"""
2018	0 - entrada	ABAETETUBA	0139305	Cultivo de dendê	01	013	01393	87039000	87	8703	87039	2949	Outra entrada de mercadoria ou prestação de serviço não especificado	2	29	34769.66	"""Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios."""	"""Automóveis de passageiros e outros veículos automóveis principalmente concebidos para transporte de pessoas (exceto os da posição 87.02), incluindo os veículos de uso misto (station wagons) e os automóveis de corrida."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	01022990	01	0102	01022	1101	Compra para industrialização ou produção rural	1	11	891327.24			
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	01022990	01	0102	01022	1201	Devolução de venda de produção do estabelecimento	1	12	61029.5			
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	21039019	21	2103	21039	1201	Devolução de venda de produção do estabelecimento	1	12	18120.0	Preparações alimentícias diversas.	Preparações para molhos e molhos preparados; condimentos e temperos compostos; farinha de mostarda e mostarda preparada.	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	30023090	30	3002	30023	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	255.0	Produtos farmacêuticos.	"""Sangue humano; sangue animal preparado para usos terapêuticos, profiláticos ou de diagnóstico; antissoros, outras frações do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica; vacinas, toxinas, culturas de microrganismos (exceto leveduras) e produtos semelhantes."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	30023090	30	3002	30023	1949	Outra entrada de mercadoria ou prestação de serviço não especificada	1	19	22828.32	Produtos farmacêuticos.	"""Sangue humano; sangue animal preparado para usos terapêuticos, profiláticos ou de diagnóstico; antissoros, outras frações do sangue e produtos imunológicos, mesmo modificados ou obtidos por via biotecnológica; vacinas, toxinas, culturas de microrganismos (exceto leveduras) e produtos semelhantes."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	30041019	30	3004	30041	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	1654.5	Produtos farmacêuticos.	"""Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	30042029	30	3004	30042	1949	Outra entrada de mercadoria ou prestação de serviço não especificada	1	19	7534.94	Produtos farmacêuticos.	"""Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	30045090	30	3004	30045	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	1023.0	Produtos farmacêuticos.	"""Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	30049099	30	3004	30049	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	547.62	Produtos farmacêuticos.	"""Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	38086210	38	3808	38086	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	25638.55	Produtos diversos das indústrias químicas.	"""Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma de artigos, tais como fitas, mechas e velas sulfuradas e papel mata-moscas."""	- Mercadorias mencionadas na Nota de subposições 2 do presente Capítulo:
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	38089192	38	3808	38089	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	3714.25	Produtos diversos das indústrias químicas.	"""Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma de artigos, tais como fitas, mechas e velas sulfuradas e papel mata-moscas."""	- Outros:
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	38089199	38	3808	38089	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	6558.75	Produtos diversos das indústrias químicas.	"""Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma de artigos, tais como fitas, mechas e velas sulfuradas e papel mata-moscas."""	- Outros:
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	38089322	38	3808	38089	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	5783.13	Produtos diversos das indústrias químicas.	"""Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma de artigos, tais como fitas, mechas e velas sulfuradas e papel mata-moscas."""	- Outros:
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	38089329	38	3808	38089	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	10602.41	Produtos diversos das indústrias químicas.	"""Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma de artigos, tais como fitas, mechas e velas sulfuradas e papel mata-moscas."""	- Outros:
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	38089429	38	3808	38089	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	518.4	Produtos diversos das indústrias químicas.	"""Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma de artigos, tais como fitas, mechas e velas sulfuradas e papel mata-moscas."""	- Outros:
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	39259090	39	3925	39259	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	87.22	Plástico e suas obras.	"""Artigos para apetrechamento de construções, de plástico, não especificados nem compreendidos noutras posições."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	40111000	40	4011	40111	1411	Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária	1	14	2114.64	Borracha e suas obras.	"""Pneumáticos novos, de borracha."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	40151900	40	4015	40151	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	998.0	Borracha e suas obras.	"""Vestuário e seus acessórios (incluindo as luvas, mitenes e semelhantes), de borracha vulcanizada não endurecida, para quaisquer usos."""	"""- Luvas, mitenes e semelhantes:"""
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	41079210	41	4107	41079	1101	Compra para industrialização ou produção rural	1	11	456354.0	"""Peles, exceto as peles com pelo, e couros."""	"""Couros preparados após curtimenta ou após secagem (crusting) e couros e peles apergaminhados, de bovinos (incluindo os búfalos) ou de equídeos, depilados, mesmo divididos, exceto os da posição 41.14."""	"""- Outros, incluindo as tiras:"""
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	61169300	61	6116	61169	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	300.0	"""Vestuário e seus acessórios, de malha."""	"""Luvas, mitenes e semelhantes, de malha."""	- Outras:
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	61178090	61	6117	61178	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	775.03	"""Vestuário e seus acessórios, de malha."""	"""Outros acessórios de vestuário, confeccionados, de malha; partes de vestuário ou de seus acessórios, de malha."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	63079010	63	6307	63079	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	138.0	"""Outros artigos têxteis confeccionados; sortidos; artigos de matérias têxteis e artigos de uso semelhante, usados; trapos."""	"""Outros artigos confeccionados, incluindo os moldes para vestuário."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	64019200	64	6401	64019	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	1669.0	"""Calçado, polainas e artigos semelhantes; suas partes."""	"""Calçado impermeável de sola exterior e parte superior de borracha ou plástico, em que a parte superior não tenha sido reunida à sola exterior por costura ou por meio de rebites, pregos, parafusos, espigões ou dispositivos semelhantes, nem formada por diferentes partes reunidas pelos mesmos processos."""	- Outro calçado:
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	84213910	84	8421	84213	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	256.0	"""Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes."""	"""Centrifugadores, incluindo os secadores centrífugos; aparelhos para filtrar ou depurar líquidos ou gases."""	- Aparelhos para filtrar ou depurar gases:
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	84733042	84	8473	84733	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	134.64	"""Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes."""	"""Partes e acessórios (exceto estojos, capas e semelhantes) reconhecíveis como exclusiva ou principalmente destinados às máquinas ou aparelhos das posições 84.70 a 84.72."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	84818099	84	8481	84818	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	8.0	"""Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes."""	"""Torneiras, válvulas (incluindo as redutoras de pressão e as termostáticas) e dispositivos semelhantes, para canalizações, caldeiras, reservatórios, cubas e outros recipientes."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	85365090	85	8536	85365	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	94.1	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, supressores de picos de tensão (eliminadores de onda), plugues (fichas*) e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000 V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	90049020	90	9004	90049	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	300.0	"""Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios."""	"""Óculos para correção, proteção ou outros fins, e artigos semelhantes."""	
2018	0 - entrada	ABAETETUBA	0151201	Criação de bovinos para corte	01	015	01512	90200090	90	9020	90200	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	136.0	"""Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios."""		
2018	0 - entrada	ABAETETUBA	0151203	Criação de bovinos, exceto para corte e leite	01	015	01512	01022990	01	0102	01022	1501	Entrada de mercadoria recebida com fim específico de exportação	1	15	60000.0			
2018	0 - entrada	ABAETETUBA	0151203	Criação de bovinos, exceto para corte e leite	01	015	01512	87089990	87	8708	87089	1411	Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária	1	14	164.0	"""Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios."""	Partes e acessórios dos veículos automóveis das posições 87.01 a 87.05.	- Outras partes e acessórios:
2018	0 - entrada	ABAETETUBA	0155501	Criação de frangos para corte	01	015	01555	84717012	84	8471	84717	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	152.0	"""Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes."""	"""Máquinas automáticas para processamento de dados e suas unidades; leitores magnéticos ou ópticos, máquinas para registrar dados em suporte sob forma codificada, e máquinas para processamento desses dados, não especificadas nem compreendidas noutras posições."""	
2018	0 - entrada	ABAETETUBA	0155501	Criação de frangos para corte	01	015	01555	84733041	84	8473	84733	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	310.0	"""Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes."""	"""Partes e acessórios (exceto estojos, capas e semelhantes) reconhecíveis como exclusiva ou principalmente destinados às máquinas ou aparelhos das posições 84.70 a 84.72."""	
2018	0 - entrada	ABAETETUBA	0155501	Criação de frangos para corte	01	015	01555	85176233	85	8517	85176	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	165.0	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Aparelhos telefônicos, incluindo os telefones para redes celulares e para outras redes sem fio; outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (alargada*) (WAN)), exceto os aparelhos das posições 84.43, 85.25, 85.27 ou 85.28."""	"""- Outros aparelhos para a transmissão ou recepção de voz, imagens ou outros dados, incluindo os aparelhos para comunicação em redes por fio ou redes sem fio (tal como uma rede local (LAN) ou uma rede de área estendida (alargada*) (WAN)):"""
2018	0 - entrada	ABAETETUBA	0155501	Criação de frangos para corte	01	015	01555	90328911	90	9032	90328	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	75.0	"""Instrumentos e aparelhos de óptica, de fotografia, de cinematografia, de medida, de controle ou de precisão; instrumentos e aparelhos médico-cirúrgicos; suas partes e acessórios."""	"""Instrumentos e aparelhos para regulação ou controle, automáticos."""	- Outros instrumentos e aparelhos:
2018	0 - entrada	ABAETETUBA	0155504	Criação de aves, exceto galináceos	01	015	01555	17041000	17	1704	17041	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	68.28	Açúcares e produtos de confeitaria.	Produtos de confeitaria sem cacau (incluindo o chocolate branco).	
